Date,Close
7/24/2018 16:00:00,46.91
7/25/2018 16:00:00,48.71
7/26/2018 16:00:00,48.64
7/27/2018 16:00:00,47.54
7/30/2018 16:00:00,44.31
7/31/2018 16:00:00,45.42
8/1/2018 16:00:00,45.65
8/2/2018 16:00:00,46.46
8/3/2018 16:00:00,46.47
8/6/2018 16:00:00,47.85
8/7/2018 16:00:00,47.42
8/8/2018 16:00:00,47.25
8/9/2018 16:00:00,57.32
8/10/2018 16:00:00,58.05
8/13/2018 16:00:00,55.38
8/14/2018 16:00:00,55.79
8/15/2018 16:00:00,54.51
8/16/2018 16:00:00,57.05
8/17/2018 16:00:00,56.07
8/20/2018 16:00:00,57.03
8/21/2018 16:00:00,58.75
8/22/2018 16:00:00,59.69
8/23/2018 16:00:00,60.09
8/24/2018 16:00:00,63.26
8/27/2018 16:00:00,64.1
8/28/2018 16:00:00,62.99
8/29/2018 16:00:00,59.92
8/30/2018 16:00:00,60.68
8/31/2018 16:00:00,59.49
9/4/2018 16:00:00,63.2
9/5/2018 16:00:00,61.35
9/6/2018 16:00:00,63.6
9/7/2018 16:00:00,65.23
9/10/2018 16:00:00,68.71
9/11/2018 16:00:00,70.98
9/12/2018 16:00:00,70.94
9/13/2018 16:00:00,70.61
9/14/2018 16:00:00,71.12
9/17/2018 16:00:00,69.75
9/18/2018 16:00:00,72.07
9/19/2018 16:00:00,70.61
9/20/2018 16:00:00,72.86
9/21/2018 16:00:00,72.45
9/24/2018 16:00:00,73.07
9/25/2018 16:00:00,73.03
9/26/2018 16:00:00,73.34
9/27/2018 16:00:00,74.74
9/28/2018 16:00:00,73.03
10/1/2018 16:00:00,76.48
10/2/2018 16:00:00,71.64
10/3/2018 16:00:00,72.57
10/4/2018 16:00:00,66.82
10/5/2018 16:00:00,66.94
10/8/2018 16:00:00,65.64
10/9/2018 16:00:00,64.5
10/10/2018 16:00:00,56.45
10/11/2018 16:00:00,56.08
10/12/2018 16:00:00,60.41
10/15/2018 16:00:00,61.69
10/16/2018 16:00:00,63.66
10/17/2018 16:00:00,60.84
10/18/2018 16:00:00,57.01
10/19/2018 16:00:00,54.09
10/22/2018 16:00:00,53.91
10/23/2018 16:00:00,54.09
10/24/2018 16:00:00,50.74
10/25/2018 16:00:00,52.05
10/26/2018 16:00:00,51.82
10/29/2018 16:00:00,50.47
10/30/2018 16:00:00,52.26
10/31/2018 16:00:00,55.6
11/1/2018 16:00:00,57.83
11/2/2018 16:00:00,57.89
11/5/2018 16:00:00,56.85
11/6/2018 16:00:00,55.62
11/7/2018 16:00:00,58.86
11/8/2018 16:00:00,45.74
11/9/2018 16:00:00,43.94
11/12/2018 16:00:00,41.46
11/13/2018 16:00:00,42.44
11/14/2018 16:00:00,43.2
11/15/2018 16:00:00,44.53
11/16/2018 16:00:00,44.58
11/19/2018 16:00:00,42.67
11/20/2018 16:00:00,40.86
11/21/2018 16:00:00,40.25
11/23/2018 13:00:00,39.92
11/26/2018 16:00:00,41.21
11/27/2018 16:00:00,39.22
11/28/2018 16:00:00,38.93
11/29/2018 16:00:00,40.84
11/30/2018 16:00:00,40.75
12/3/2018 16:00:00,42.17
12/4/2018 16:00:00,39.78
12/6/2018 16:00:00,40.82
12/7/2018 16:00:00,37.92
12/10/2018 16:00:00,37.2
12/11/2018 16:00:00,35.81
12/12/2018 16:00:00,35.17
12/13/2018 16:00:00,33.74
12/14/2018 16:00:00,33.42
12/17/2018 16:00:00,32.12
12/18/2018 16:00:00,31.34
12/19/2018 16:00:00,30.61
12/20/2018 16:00:00,29.66
12/21/2018 16:00:00,27.28
12/24/2018 13:00:00,27.17
12/26/2018 16:00:00,30.35
12/27/2018 16:00:00,30.46
12/28/2018 16:00:00,30.16
12/31/2018 16:00:00,30.64
