Date,Close
8/9/2018 16:00:00,12.31
8/10/2018 16:00:00,12.31
8/13/2018 16:00:00,12.57
8/14/2018 16:00:00,12.34
8/15/2018 16:00:00,12.18
8/16/2018 16:00:00,12.17
8/17/2018 16:00:00,11.89
8/20/2018 16:00:00,11.73
8/21/2018 16:00:00,11.44
8/22/2018 16:00:00,11.44
8/23/2018 16:00:00,11.4
8/24/2018 16:00:00,11.63
8/27/2018 16:00:00,11.81
8/28/2018 16:00:00,11.29
8/29/2018 16:00:00,11.17
8/30/2018 16:00:00,11.08
8/31/2018 16:00:00,10.9
9/4/2018 16:00:00,10.59
9/5/2018 16:00:00,10.11
9/6/2018 16:00:00,9.8
9/7/2018 16:00:00,9.93
9/10/2018 16:00:00,9.74
9/11/2018 16:00:00,9.89
9/12/2018 16:00:00,9.2
9/13/2018 16:00:00,9.35
9/14/2018 16:00:00,9.29
9/17/2018 16:00:00,9.18
9/18/2018 16:00:00,9.13
9/19/2018 16:00:00,9.16
9/20/2018 16:00:00,9.21
9/21/2018 16:00:00,9.14
9/24/2018 16:00:00,8.95
9/25/2018 16:00:00,9.05
9/26/2018 16:00:00,8.99
9/27/2018 16:00:00,8.8
9/28/2018 16:00:00,8.48
10/1/2018 16:00:00,8.36
10/2/2018 16:00:00,8.18
10/3/2018 16:00:00,8.23
10/4/2018 16:00:00,7.8
10/5/2018 16:00:00,7.77
10/8/2018 16:00:00,7.48
10/9/2018 16:00:00,7
10/10/2018 16:00:00,6.59
10/11/2018 16:00:00,6.81
10/12/2018 16:00:00,7.18
10/15/2018 16:00:00,7.4
10/16/2018 16:00:00,7.25
10/17/2018 16:00:00,7.06
10/18/2018 16:00:00,6.81
10/19/2018 16:00:00,6.81
10/22/2018 16:00:00,6.84
10/23/2018 16:00:00,6.82
10/24/2018 16:00:00,6.59
10/25/2018 16:00:00,6.99
10/26/2018 16:00:00,6.28
10/29/2018 16:00:00,5.99
10/30/2018 16:00:00,6.43
10/31/2018 16:00:00,6.61
11/1/2018 16:00:00,7.2
11/2/2018 16:00:00,6.82
11/5/2018 16:00:00,6.9
11/6/2018 16:00:00,7.09
11/7/2018 16:00:00,7.2
11/8/2018 16:00:00,7.02
11/9/2018 16:00:00,6.79
11/12/2018 16:00:00,6.65
11/13/2018 16:00:00,6.71
11/14/2018 16:00:00,6.48
11/15/2018 16:00:00,6.82
11/16/2018 16:00:00,6.49
11/19/2018 16:00:00,6.05
11/20/2018 16:00:00,6.09
11/21/2018 16:00:00,6.35
11/23/2018 13:00:00,6.2
11/26/2018 16:00:00,6.5
11/27/2018 16:00:00,6.4
11/28/2018 16:00:00,6.51
11/29/2018 16:00:00,6.4
11/30/2018 16:00:00,6.51
12/3/2018 16:00:00,6.36
12/4/2018 16:00:00,6.21
12/6/2018 16:00:00,5.97
12/7/2018 16:00:00,5.8
12/10/2018 16:00:00,5.67
12/11/2018 16:00:00,5.75
12/12/2018 16:00:00,5.91
12/13/2018 16:00:00,5.86
12/14/2018 16:00:00,5.92
12/17/2018 16:00:00,5.58
12/18/2018 16:00:00,5.65
12/19/2018 16:00:00,5.41
12/20/2018 16:00:00,5.07
12/21/2018 16:00:00,4.99
12/24/2018 13:00:00,5.18
12/26/2018 16:00:00,5.42
12/27/2018 16:00:00,5.35
12/28/2018 16:00:00,5.71
12/31/2018 16:00:00,5.51
